id;client_id;marca;carro;modelo;year;color;plate;chassis;km;fuel_type;notes;is_active;created_at;updated_at;versao;ultimo_km;origem_contato
;8310;CHEVROLET;ONIX 10MT JOYE;;19|19;BRANCA;QUK4620;*****54251;;3788;;;;;;;
;8311;FORD;KA SE 1.0 HA C;;|20;VERMELHA;QXK6523;*****76921;;3235;;;;;;;
;8312;RENAULT;SANDERO LIFE10MT;;21|21;CINZA;QXL2570;*****47695;;3235;;;;;;;
;8313;HYUNDAI;HB20S 10M EVOLUT;;ll|20;PRATA;QXT5A00;*****66635;;3975;;;;;;;
;8314;I;HYUNDAI HR HDLWBSC;;10|10;BRANCA;EMR4698;*****74525;;4107;;;;;;;
;8315;ETIOS HB X VSC AT;;;20|20;PRATA;QUN3732;*****30754;;3975;;;;;;;
;8316;RENAULT;KWID ZEN 10MT;;19|20;BRANCA;QUV6681;18981;;3235;;;;;;;
;8317;FORD;KA SE 1.0 HA C;;19|20;BRANCA;QWY1875;37117;;3235;;;;;;;
;8318;HYUNDAI;HB20 10M SENSE;;ll|20;BRANCA;QWV5511;*****17645;;3235;;;;;;;
;8319;FORD;KA SE 1.0 HA C;;20|20;PRATA;QXR9F73;*****90408;;3235;;;;;;;
;8320;FIAT;FIORINO HD WK E;;20|20;BRANCA;QXF-3007;*****51797;;3235;;;;;;;
;8321;I;CITROEN C4L THP A EXCL;1.6 TURBO;16|17;BRANCA;FGZ9053;15967;;5548;;;;;;;
;8322; AGILE LT; AGILE LT;;10|10;CINZA;EML4193;*****63519;;5550;;;;;;;
;8323;CAMARO;CAMARO;;89|89;PRETA;LAH1699;*****73706;;5551;;;;;;;
;8324;TOYOTA/COROLLA XEI20FLEX;TOYOTA/COROLLA XEI20FLEX;;;;TOYOTA C;;;5552;;;;;;;
;8325;KIA;KIA SPORTAGE LX3 2.0G4;;11|12;BRANCA;HGC7532;97617;;5553;;;;;;;
;8326;HYUNDAI;HB20S 1.6A COMF;;15|15;PRETA;FKH4311;37272;;962;;;;;;;
;8327;CHEV;PRISMA 10MT JOYE;;19|19;PRATA;QQV9127;*****69550;;3235;;;;;;;
;8329;FIORINO HD WK E;FIORINO HD WK E;;19|19;BRANCA;QOT1F05;*****14124;;5554;;;;;;;
;8331;FIAT;PALIO;1.0;07|08;PRATA;DQJ5692;;;5555;;;;;;;
;8332;FIAT;FIORINO 1.4 FLEX;;14|15;PRATA;FCX4226;24053;;5396;;;;;;;
;8334;VW;JETTA CL AB;;16|16;PRETA;FKH5306;02625;;5556;;;;;;;
;8335;CHEV;PRISMA 10MT JOYE;;19|19;BRANCA;QQG9755;*****15459;;3235;;;;;;;
;8336;FORD;KA SE 1.0 HA C;;19|19;PRETA;QQV2111;*****63763;;3235;;;;;;;
;8337;RENAULT;LOGAN AUTH 10;;19|20;BRANCA;QQF0002;*****40441;;3235;;;;;;;
;8338;FIAT;ARGO DRIVE 1.0;;20|20;CINZA;QUN9847;*****92121;;3235;;;;;;;
;8339;FIAT;ARGO DRIVE 1.0;;20|20;VERMELHA;QWW6550;*****07093;;3235;;;;;;;
;8340;FIAT;ARGO DRIVE 1.0;;20|20;CINZA;QXA8822;*****16423;;3235;;;;;;;
;8341;;;;;;QUZ0314;;;3235;;;;;;;
;8342;HYUNDAI;HB20 1.0M UNIQUE;1.0 12V;19|19;BRANCA;QQZ9947;60029;;1009;;;;;;;
;8343;I;FORD FOCUS TI AT 2.0SC;2.0 16V;15|16;PRATA;AAQ8883;86223;;5557;;;;;;;
;8344;FIAT;UNO DRIVE 1.0;;18|19;BRANCA;FZM7317;49490;;4003;;;;;;;
;8345;I;FORD FOCUS GHIA 2.0LHA;;09|09;PRETA;ELS8835;*****56306;;5558;;;;;;;
;8346;MMC;LANCER 2.0 CVT;2.0 16V;19|19;PRETA;QQB9228;*****09667;;3975;;;;;;;
;8347;HONDA;HR-V EXL CVT;;15|16;BRANCA;FMP5652;17084;;5559;;;;;;;
;8348;COROLLA XEI20FLEX;COROLLA XEI20FLEX;;15|15;PRATA;ONL5B39;*****03415;;5537;;;;;;;
;8349;VW;CROSSFOX;;09|09;PRETA;DOT0020;*****25234;;1363;;;;;;;
;8350;VW;POLO AF;;20|20;CINZA;QUB2784;*****26732;;3975;;;;;;;
;8351;FIAT;ARGO DRIVE 1.0;;20|20;BRANCA;QXQ4D33;*****37011;;3235;;;;;;;
;8352;CHEV;ONIX 10MT LT1;;20|20;PRATA;QXK2430;*****85402;;3235;;;;;;;
;8353;FORD;KA SE 1.0 HA C;;19|19;PRETA;QQV2111;*****63763;;3235;;;;;;;
;8354;FIAT;ARGO DRIVE 1.0;;20|20;PRATA;RFF9B43;*****51836;;3235;;;;;;;
;8355;CHEV;ONIX PLUS 10MT LT1;;20|20;PRETA;QXR0C72;*****14685;;3235;;;;;;;
;8356;RENAULT;SANDERO ZEN10MT;;20|20;PRATA;QUK6287;*****69749;;3975;;;;;;;
;8357;;;;;;QOO8793;;;3235;;;;;;;
;8358;VW;GOL 1.0L MC4;;19|20;CINZA;QXA0500;92812;;3235;;;;;;;
;8359;RENAULT;SANDERO LIFE10MT;;|21;BRANCA;QXL2834;*****48184;;3235;;;;;;;
;8360;RENAULT;SANDERO LIFE10MT;;21|21;CINZA;QXL2589;*****48714;;3235;;;;;;;
;8362;RENAULT;LOGAN EXP 16;;11|11;CINZA;EPL4649;*****74717;;5560;;;;;;;
;8363;NISSAN;FRONTIER LE 4X4 ATT;;13|13;PRETA;FAS4E98;*****95573;;5561;;;;;;;
;8364;TOYOTA RAV4 4X2;TOYOTA RAV4 4X2;;10|11;PRATA;EQA6813;77137;;5562;;;;;;;
;8365;CHEV;PRISMA 10MT JOYE;;19|19;PRATA;QQR1033;*****60542;;3235;;;;;;;
;8366;I;VW TIGUAN ALLSPACE CL;;ll|20;CINZA;QXF7549;*****36754;;3235;;;;;;;
;8367;GM;VECTRA SEDAN ELEGANCE;;10|10;CINZA;EMQ7582;*****77822;;5563;;;;;;;
;8368;FORD;KA SE 1.0 SD C;;20|20;BRANCA;QWY1390;*****48682;;3235;;;;;;;
;8369;AUDI A4 LM 170CV;AUDI A4 LM 170CV;;15|15;CINZA;FTP0D12;*****25220;;5564;;;;;;;
;8370;JEEP;COMPASS LONGITUDE F;;17|18;PRETA;FFV0611;44091;;5565;;;;;;;
;8371;HB20S 1.6A PREM;;;15|16;AZUL;GHY6778;55855;;5566;;;;;;;
;8372;RENAULT;SANDERO LIFE10MT;;21|21;BRANCA;QXQ4A05;*****86249;;3235;;;;;;;
;8373;FIAT;ARGO DRIVE 1.0;;20|20;BRANCA;RFG7C88;*****52733;;3235;;;;;;;
;8374;ARGO DRIVE 1.0;;;19|19;PRATA;QQD8399;*****50207;;3235;;;;;;;
;8375;BMW;X1 S20I ACTIVEFLEX;;19|20;BRANCA;QWV7478;*****87314;;3235;;;;;;;
;8376;CHEVROLET;S10 LS DD4;;19|20;PRATA;QQV2113;05417;;3235;;;;;;;
;8377;FIAT;ARGO DRIVE 1.0;;20|20;CINZA;QUN9847;*****92121;;3235;;;;;;;
;8378;HYUNDAI;HB20S 1.0M COMF;;17|18;BRANCA;BBS6531;25853;;5567;;;;;;;
;8379;VECTRA HATCH 4P GT-X;VECTRA HATCH 4P GT-X;;11|11;CINZA;EGU8082;01969;;5568;;;;;;;
;8380;GM;MERIVA PREMIUM;;09|10;PRETA;EEE0441;*****16844;;5569;;;;;;;
;8381;RENAULT;MEGANEGT DYN 16;;12|13;PRATA;FGD8795;18034;;5570;;;;;;;
;8382;RENAULT;SANDERO LIFE10MT;;ll|20;BRANCA;QWX2303;*****40688;;3235;;;;;;;
;8383;FIAT;MOBI LIKE;;19|19;VERMELHA;QQC0336;05480;;3235;;;;;;;
;8384;IVECO;DAILY 35S14HDCS;;13|14;BRANCA;EWJ1263;54494;;5571;;;;;;;
;8385;ONIX 10MT JOYE;;;19|19;CINZA;QUQ1671;51992;;3975;;;;;;;
;8386;VW;CROSSFOX GII;;13|14;BRANCA;AQR1440;07634;;5572;;;;;;;
;8387;ARGO DRIVE 1.0;;;20|20;PRETA;QXN2285;32805;;3975;;;;;;;
;8388;FORD;KA SE 1.5 SD B;;16|17;PRETA;PYT9756;23697;;192;;;;;;;
;8389;CHEV;ONIX PLUS JOY BLACK;1.0;20|20;BRANCA;QXQ8I57;*****96905;;3975;;;;;;;
;8390;FIAT;UNO WAY 1.4;;12|12;VERMELHA;EWX3I15;*****55180;;2345;;;;;;;
;8391;HYUNDAI;HB20 10M VISION;;20|20;PRATA;QXB3653;*****32229;;3975;;;;;;;
;8392;HYUNDAI;HB20 10M VISION;;20|20;PRATA;QXB3653;*****32229;;4662;;;;;;;
;8393;VW;SAVEIRO CL 1.8;;95|95;PRATA;CBM5842;*****10564;;5574;;;;;;;
;8394;VW;POLO MF;;20|20;BRANCA;QXC-9045;*****01639;;3235;;;;;;;
;8395;FORD;ECOSPORT TIT AT 2.0;2.0 16V;12|13;BRANCA;FFT7995;86994;;5575;;;;;;;
;8396;SUSUKI;VITARA;;17|18;;VITARA;;;5576;;;;;;;
;8397;I;VW TIGUAN 2.0 TSI;;11|12;PRETA;HNX0159;47360;;5577;;;;;;;
;8398;208 ALLURE EAT6;;;17|18;BRANCA;GHI1879;27625;;5573;;;;;;;
;8399;RENAULT;LOGAN EXP 16 SCE;;18|19;PRATA;QPR6469;04191;;3788;;;;;;;
;8400;NISSAN;MARCH 10S;;18|19;;MARCH;;;5578;;;;;;;
;8402;HYUNDAI;HB20 10M VISION;;20|20;PRATA;QXB3653;*****32229;;3975;;;;;;;
;8403;ECOSPORT FSL1.6FLEX;ECOSPORTE 1.6;1.6;12|12;PRETA;EYV6E72;*****27029;;2170;;;;;;;
;8404;FIAT;PUNTO ESSENCE 1.6;;12|12;PRETA;FAZ4165;08394;;5579;;;;;;;
;8405;VW;FOX XTREME MB;;19|19;BRANCA;ELQ6815;*****35313;;2171;;;;;;;
;8406;RENAULT;LOGAN LIFE10MT;;21|21;BRANCA;QXL3273;*****52313;;3975;;;;;;;
;8407;I;GM SILVERADO DLX T;;97|97;CINZA;GUT8019;36363;;5580;;;;;;;
;8408;BMW;X4 XDRIVE28I;;17|18;PRETA;CSI9877;*****43959;;5581;;;;;;;
;8409;;;;;;QWZ9498;;;3235;;;;;;;
;8410;;;;;;QWZ9498;;;3235;;;;;;;
;8411;;;;;;QWZ9498;;;3235;;;;;;;
;8412;VW;VIRTUS CL AD;;20|20;CINZA;QWZ9498;*****95942;;3235;;;;;;;
;8413;FIAT;UNO ATTRACTIVE 1.0;;21|21;BRANCA;RFL5B69;*****92222;;3235;;;;;;;
;8414;I;VW TIGUAN ALLSPACE CL;;19|20;CINZA;QXF7576;*****37681;;3235;;;;;;;
;8415;NISSAN;KICKS SV CVT;;20|20;CINZA;QQY3593;*****03778;;3235;;;;;;;
;8416;RENAULT;LOGAN LIFE10MT;;21|21;BRANCA;QXR1A92;*****86182;;3235;;;;;;;
;8417;RENAULT;LOGAN ZEN16MT;;21|21;BRANCA;QXL4076;*****57619;;3975;;;;;;;
;8418;RENAULT;SANDERO EXPR 10;;19|20;PRATA;QQE6310;38379;;3975;;;;;;;
;8419;RENAULTR;LOGAN LIFE10MT;;20|20;BRANCA;QUQ4568;*****34963;;3975;;;;;;;
;8420;FORD;KA SE 1.0 HA B;;18|18;PRATA;QOC6078;*****60044;;192;;;;;;;
;8421;JEEP;RENEGADE LNGTD AT;;15|16;BRANCA;GAT8325;49832;;5582;;;;;;;
;8422;CHEV;ONIX 10MT LT1;;20|20;VERMELHA;PTS1182;*****71008;;3975;;;;;;;
;8423;CHEV;SPIN 1.8L AT LTZ;;17|18;PRATA;PZO3682;07021;;5583;;;;;;;
;8424;NISSAN;MARCH 10S;;18|19;BRANCA;QPT0E85;04388;;5585;;;;;;;
;8425;FIAT;DUCATO CARGO;;14|14;BRANCA;FUE6724;39565;;5586;;;;;;;
;8426;RENAULT;DUSTER 16 E 4X2;;16|17;BRANCA;PZC2499;62499;;192;;;;;;;
;8427;FORD;KA SE 1.5 SD B;;18|18;PRATA;QOQ4407;*****94444;;192;;;;;;;
;8428;RENAULT;SANDERO LIFE10MT;;ll|21;PRATA;QXL2703;*****48969;;3235;;;;;;;
;8429;FIAT;ARGO DRIVE 1.0;;20|20;PRETA;QXC2946;*****18927;;3235;;;;;;;
;8430;RENAULT;SANDERO LIFE10MT;;21|21;BRANCA;QXQ3I20;*****85743;;3235;;;;;;;
;8431;CHEV;ONIX PLUS 10TAT LTZ;;20|20;PRATA;QXO0051;*****97990;;3235;;;;;;;
;8432;FORD;KA SE 1.0 HA C;;19|20;PRATA;QWY1421;56908;;3235;;;;;;;
;8433;VW;VIRTUS CL AD;;19|20;BRANCA;QQV9099;*****20496;;3235;;;;;;;
;8436;CHEVROLET;ONIX 10MT JOYE;;18|18;BRANCA;QOP2467;68951;;4003;;;;;;;
;8437;CHEVROLET;ONIX 10MT JOYE;;18|18;BRANCA;QOP2467;68951;;4003;;;;;;;
;8438;CHEVROLET;ONIX 10MT JOYE;;18|18;BRANCA;QOP2467;68951;;4003;;;;;;;
;8439;FORD;KA SE 1.5 SD C;;20|20;BRANCA;QUN1751;*****04334;;192;;;;;;;
;8440;RENAULT;LOGAN EXPR 10;;19|19;VERMELHA;QOZ2786;*****19752;;3235;;;;;;;
;8441;FIAT;ARGO DRIVE 1.0;;|20;PRETA;RFG0I42;*****53140;;3975;;;;;;;
;8443;CHEVROLET;ONIX 1.0MT LT;;16|17;PRETA;FTS2025;43462;;5589;;;;;;;
;8444;SANDERO LIFE10MT;;;19|20;PRATA;QWX2282;39868;;3235;;;;;;;
;8445;FIAT;ARGO DRIVE 1.0;;20|20;PRATA;QUN9822;*****91693;;3235;;;;;;;
;8446;RENAULT;SANDERO LIFE10MT;;21|21;PRETA;QXL2485;*****48244;;3235;;;;;;;
;8447;RENAULT;SANDERO AUTH 10;;19|19;BRANCA;QQA5239;84017;;3235;;;;;;;
;8448;FORD;ECOSPORT SE AT 1.5;;19|20;VERMELHA;QQI8207;68207;;192;;;;;;;
;8449;TOYOTA;ETIOS SD X VSC AT;;20|20;BRANCA;QXA7128;*****53362;;3975;;;;;;;
;8450;HYUNDAI;HB20S 1.0M UNIQ;;19|19;PRETA;QUG5998;*****70202;;3975;;;;;;;
;8451;CHEVROLET;ONIX 10MT JOYE;1.0 8V;19|19;BRANCA;QQJ3639;9BGKL48U0KB205660;;4003;;;;;;;
;8452;NISSAN;KICKS ACTIVE CVT;1.6 16V AUT;21|21;BRANCA;EEO6B97;*****04587;;4121;;;;;;;
;8453;HONDA;CIVIC LXL;;04|04;DOURADA;DOS9033;*****11252;;5590;;;;;;;
;8454;CITROEN;C4;;16|16;;CITROEN C4 1;;;5591;;;;;;;
;8455;FIAT;ARGO DRIVE 1.0;;20|20;PRETA;QXC2967;*****19001;;3235;;;;;;;
;8456;FIAT;ARGO DRIVE 1.0;;20|20;PRETA;QXC2967;*****19001;;3235;;;;;;;
;8457;FIAT;ARGO DRIVE 1.0;;19|20;PRETA;QWR8202;*****03240;;3235;;;;;;;
;8458;FIAT;ARGO DRIVE 1.0;;ll|20;PRETA;QUU3675;*****92896;;3235;;;;;;;
;8459;FIAT;ARGO DRIVE 1.0;;ll|20;PRETA;QUU3675;*****92896;;3235;;;;;;;
;8460;RENAULT;DUSTER 16 D 4X2;;13|13;PRATA;EFA3981;82892;;5592;;;;;;;
;8461;CHEV;ONIX JOY;;ll|20;VERMELHA;QXP8G01;*****95107;;3975;;;;;;;
;8462;POLO MCA;POLO MCA;;20|20;PRATA;QQS4647;*****11621;;192;;;;;;;
;8465;NISSAN;SENTRA SV;2.0 16V;16|17;CINZA;GDX4J67;*****02345;;1774;;;;;;;
;8466;FORD;KA SE 1.5 SD C;;19|19;PRATA;QQQ8260;*****08268;;192;;;;;;;
;8467;HYUNDAI;HB20 10M SENSE;;19|20;PRETA;GHB0866;31366;;5593;;;;;;;
;8468;CHEV;ONIX JOY;;20|20;PRETA;QXU7E10;*****02162;;192;;;;;;;
;8469;I;MMC PAJERO HPE 3.2 D;;17|18;PRETA;FSU0006;00256;;5594;;;;;;;
;8470;I;VW JETTA;;08|09;PRETA;EEX8881;48345;;5595;;;;;;;
;8471;BMW X6 M GZ01;BMW X6 M GZ01;;11|11;BRANCA;FMX6000;*****12113;;5596;;;;;;;
;8472;IDEA ATTRACTIVE 1.4;IDEA ATTRACTIVE 1.4;;12|12;PRETA;HHS9651;*****99840;;5597;;;;;;;
;8473;CHEVROLET;ONIX 1.4AT ACT;;17|18;BRANCA;GDT6327;03357;;5598;;;;;;;
;8474;NISSAN;TIIDA;;17|18;;NISSAN TIIDA;;;5599;;;;;;;
;8475;HYUNDAI;HYUNDAI H1STAREX HSV;2.5 ;05|05;PRATA;DRU9112;*****37743;;5600;;;;;;;
;8476;HONDA;NEW FIT;;16|16;CINZA;FVL2794;;;5601;;;;;;;
;8477;RENAULT;LOGAN EX 1616V A;;13|13;PRETA;FLM8717;32255;;5602;;;;;;;
;8478;VW;KOMBI;;13|13;BRANCA;FJS1707;19515;;5603;;;;;;;
;8480;RENAULT;SANDERO LIFE10MT;;ll|21;BRANCA;QXL3044;*****49109;;3235;;;;;;;
;8481;VW;VOYAGE 1.0L MC4;;|21;BRANCA;QXQ4C54;*****06106;;3235;;;;;;;
;8482;KIA SORENTO EX2 3.5G17;KIA SORENTO EX2 3.5G17;;14|15;PRATA;AUN0899;*****22580;;3235;;;;;;;
;8483;CHEV;ONIX PLUS JOY;;20|20;BRANCA;QXQ9F11;*****92042;;3235;;;;;;;
;8484;VW;POLO MF;;19|20;PRATA;QWV5352;*****76158;;3235;;;;;;;
;8485;CHEV;ONIX JOY;;20|20;PRATA;QXJ4458;*****80293;;3235;;;;;;;
;8486;FIAT;ARGO DRIVE 1.0;;19|20;BRANCA;QUN3374;90041;;3235;;;;;;;
;8487;FIAT;ARGO DRIVE 1.0;;19|20;BRANCA;QUN3374;90041;;3235;;;;;;;
;8488;SANDERO LIFE10MT;;;21|21;BRANCA;QXQ9I57;*****87426;;3235;;;;;;;
;8489;FORD;KA SE PLUS 1.5 SD C;;20|20;PRATA;QUN2025;*****04677;;4196;;;;;;;
;8490;FORD;KA SE PLUS 1.5 SD C;;20|20;PRATA;QUN2025;*****04677;;4196;;;;;;;
;8491;FORD;KA SE 1.0 HA C;;20|20;CINZA;QWS2096;*****40569;;3235;;;;;;;
;8492;FIAT;PUNTO ESSEN. 1.6 DL;1.6 16V AUT;12|13;VERMELHA;FGM9720;34047;;5604;;;;;;;
;8493;BMW 118I UA31;BMW 118I UA31;;12|12;BRANCA;BMW3236;*****49182;;3005;;;;;;;
;8494;CHEV;ONIX 10TMT LT1;;20|20;BRANCA;QXK3505;*****83864;;3975;;;;;;;
;8495;FORD;KA SE 1.0 HA C;;20|20;CINZA;QXQ7H46;*****94746;;3975;;;;;;;
;8496;RENAULT;LOGAN;1.0 8V;19|19;BRANCA;QQK6H68;;;5605;;;;;;;
;8497;HYUNDAI;HB20 10M SENSE;;20|20;PRATA;QXX9H08;*****79489;;3975;;;;;;;
;8498;RENAULT;LOGAN LIFE10MT;;20|20;PRATA;QWX3222;*****37256;;3235;;;;;;;
;8499;FORD;KA SE 1.5 SD C;1.5 12V C/AR;20|20;BRANCA;QUN1328;*****04290;;192;;;;;;;
;8500;RENAULT;LOGAN LIFE10MT;;21|21;BRANCA;RFT5B79;*****08700;;3235;;;;;;;
;8501;KA SE 1.0 SD C;;;19|20;PRATA;QWV3388;32309;;3235;;;;;;;
;8502;KA SE 1.0 HA C;;;20|20;CINZA;QXK6521;81446;;3235;;;;;;;
;8503;CHEV;ONIX JOY;;20|20;VERMELHA;BDX1B95;*****95148;;3235;;;;;;;
;8504;FORD;FOCUS;2.0 16V AUTOMATICO;12|12;PRATA;ERE5G59;*****71428;;5607;;;;;;;
;8505;CHEVROLET;ONIX 1.0MT LT;;19|19;BRANCA;QQQ4586;23661;;3235;;;;;;;
;8506;GM;CORSA HATCH MAXX;;07|07;PRATA;DVD5461;*****31942;;5608;;;;;;;
;8507;HR-V EXL CVT;HRV ;;15|16;CINZA;FWY9456;27202;;5609;;;;;;;
;8508;HYUNDAI;HB20 1.0M 1.0 M;;13|13;VERMELHA;FIA5826;72965;;5610;;;;;;;
;8509;FIAT;PALIO SPORT 1.6 DL;;12|13;AMARELA;EZR6536;*****38729;;5611;;;;;;;
;8510;RENAULT;LOGAN LIFE10MT;;21|21;PRATA;QXL0640;*****47190;;3235;;;;;;;
;8511;SANDERO LIFE10MT;;;20|20;PRATA;QWX2273;*****34534;;3235;;;;;;;
;8512;IX35 B;IX35 B;;15|16;BRANCA;FWW0678;25655;;5612;;;;;;;
;8513;FIAT;ARGO DRIVE 1.0;;20|20;PRATA;QUW4780;*****99624;;3235;;;;;;;
;8514;FORD;KA SE 1.0 HA C;;19|19;PRETA;QQV2111;*****63763;;3235;;;;;;;
;8515;VW;GOL 1.6L MB5;;20|20;BRANCA;QUJ2483;*****37238;;4196;;;;;;;
;8516;FORD;ECOSPORT SE AT 1.5;;20|20;PRATA;QUQ2623;*****81164;;192;;;;;;;
;8517;CHEV;ONIX PLUS 10MT LT1;;|20;PRETA;BDX2G81;*****06600;;3235;;;;;;;
;8518;KA SE 1.0 HA C;;;20|20;CINZA;QXK6521;81446;;3235;;;;;;;
;8519;JEEP;COMPASS LONGITUDE F;;|20;CINZA;QXD4128;*****98768;;3975;;;;;;;
;8520;FORD;KA SE PLUS 1.5 SD C;;21|21;BRANCA;RFH3B84;*****36616;;3975;;;;;;;
;8521;NISSAN;KICKS S DRCT CVT;1.6 16V;18|19;PRETA;FEE6551;*****03768;;5613;;;;;;;
;8522;HYUNDAI;HB20 1.0M UNIQUE;;;;HB20 BAT;;;5614;;;;;;;
;8523;FORDFORD;ECOSPORT XLT1.6FLEX;1,6;10|10;PRATA;NMY9187;81928;;5615;;;;;;;
;8524;RENAULT;KWID ZEN 10MT;;;PRETA;QXA5717;*****90889;;3975;;;;;;;
;8525;JEEP;RENEGADE LNGTD AT;;;PRATA;RFC7C26;*****27752;;3975;;;;;;;
;8526;M.BENZ;M.BENZ C 200 K;2.0 16V;08|08;PRETA;JRQ3478;*****44539;;5616;;;;;;;
;8527;HYUNDAI;HB20 1.6A COMF;;19|19;PRETA;QUN6001;*****86519;;3975;;;;;;;
;8528;RENAULT;LOGAN LIFE10MT;;21|21;PRATA;QXL0640;*****47190;;3235;;;;;;;
;8529;CHEV;ONIX JOY BLACK;;20|20;PRETA;QXL8886;*****88519;;3235;;;;;;;
;8530;RENAULT;LOGAN AUTH 10;;19|20;BRANCA;QQK6722;82777;;3235;;;;;;;
;8531;VERSA 16 SV;VERSA 16 SV;;16|16;PRATA;GDV8248;*****01982;;682;;;;;;;
;8533;FORD;KA SE 1.0 SD C;;ll|20;PRETA;QWW2603;*****33203;;3235;;;;;;;
;8534;RENAULT;LOGAN LIFE10MT;;21|21;BRANCA;QXR1C41;*****96675;;3235;;;;;;;
;8535;FORD;KA SE 1.0 HA C;;20|20;BRANCA;QUP9030;*****07183;;3235;;;;;;;
;8536;FORD;KA SEDAN SE PLUS 1.5 12V;1.5 12V C/AR;19|20;PRATA;QUR6328;9BFZH54S8L8409061;;192;;;;;;;
;8537;HONDA;CITY PERSONAL;;18|19;CINZA;DHY1932;04116;;503;;;;;;;
;8538;CHEVROLET;ONIX 1.0MT LT;1.0 8V;19|19;PRETA;QWY4791;*****93089;;192;;;;;;;
;8539;CHEV SONIC 16MH LTZ EF;CHEV SONIC 16MH LTZ EF;;14|14;BRANCA;FTX6700;*****24387;;5617;;;;;;;
;8540;VW;NOVO FOX HL MD;1,6;15|15;PRATA;FXS8354;47931;;5618;;;;;;;
;8541;MITSUBISHI;L200 TRITON 3.2 D;3,5;12|12;CINZA;EKS2812;*****36773;;5619;;;;;;;
;8543;NISSAN;LIVINA 18SL;;10|10;PRETA;EMK2054;*****41132;;5620;;;;;;;
;8544;CHEVROLET;ONIX 1.0MT LT;;19|19;PRATA;QQE1815;*****04654;;3235;;;;;;;
;8545;GM;KADETT SL;;91|91;AZUL;CSS9420;*****20270;;5621;;;;;;;
;8546;FORD;KA SE 1.5 SD C;;19|19;PRATA;QQU1663;56009;;192;;;;;;;
;8547;FIAT;FIORINO FLEX;1,3;11|11;BRANCA;EQY7881;*****95501;;5622;;;;;;;
;8548;PEUGEOT;208 GRIFFE A;;15|16;PRETA;GBO3330;*****13543;;5623;;;;;;;
;8549;TOYOTA;ETIOS HB X VSC AT;;20|20;PRATA;QUF0304;*****28661;;3975;;;;;;;
;8551;HYUNDAI;HB20 1.0M UNIQUE;;19|19;BRANCA;QQN4009;*****36201;;3975;;;;;;;
;8552;CHEVROLET;ONIX 1.0MT LT;1.0 8V;14|14;PRATA;FSV4133;58754;;5624;;;;;;;
;8553;FORD;KA SE AT 1.5 SD C;;19|19;CINZA;QQT3542;32050;;192;;;;;;;
;8554;FIAT;ARGO DRIVE 1.0;;19|20;BRANCA;QQS2569;*****64251;;192;;;;;;;
;8555;RENAULT;DUSTER 20 D 4X2A;1.6;11|12;CINZA;EZW1368;41688;;5625;;;;;;;
;8556;RENAULT;MASTER MBUS L3H2;;14|15;PRATA;FVO9154;*****66017;;5626;;;;;;;
;8557;ONIX 1.0MT LT;ONIX 1.0MT LT;;19|19;PRATA;QUY8038;*****83311;;192;;;;;;;
;8558;NISSAN SENTRA 20SV CVT;NISSAN SENTRA 20SV CVT;;;;SENTRA;;;2769;;;;;;;
;8560;HYUNDAI;HB20 1.6A COMF;;19|19;PRATA;QUI1755;*****75435;;3975;;;;;;;
;8561;GM SILVERADO DLX T;GM SILVERADO DLX T;;97|97;CINZA;GUT8019;36363;;1369;;;;;;;
;8562;CHEV;ONIX JOY;;20|20;BRANCA;QXB1029;*****70042;;3235;;;;;;;
;8563;HONDA;CIVIC SPORT CVT;;18|18;PRETA;FOD4201;00190;;5627;;;;;;;
;8564;VW;VIRTUS CL AD;;20|20;PRETA;QUM0117;*****41844;;3235;;;;;;;
;8565;VW;GOL 1.0L MC4;;20|20;BRANCA;BWO8489;*****45960;;3235;;;;;;;
;8566;VW;GOL 1.0L MC4;;20|20;BRANCA;BWO8489;*****45960;;3459;;;;;;;
;8567;HYUNDAI;HB20S 1.0M UNIQ;;19|19;PRETA;QUL9G58;*****76172;;3235;;;;;;;
;8568;I;VW AMAROK CD 4X4 HIGH;;12|12;AZUL;FBZ6474;77740;;5628;;;;;;;
;8569;CITROEN;C3;;16|16;BRANCO;FPT8499;;;5629;;;;;;;
;8570;HONDA;CIVIC;2.0 16V AUTOMATICO;15|16;PRETA;FOU1580;;;4359;;;;;;;
;8571;CHEVROLET;ONIX 10MT JOYE;1.0 8V;17|18;CINZA;QMT7441;53628;;5630;;;;;;;
;8572;CHEV;ONIX 10MT LT1;;19|20;BRANCA;QXF4007;*****66846;;3975;;;;;;;
;8573;TOYOTA;ETIOS SD X VSC AT;;20|20;BRANCA;QXA7132;*****53354;;3975;;;;;;;
;8574;HYUNDAI;HB20S 10M VISION;;ll|20;PRATA;QXG9786;*****48902;;3975;;;;;;;
;8575;FIAT;ARGO DRIVE 1.0;;20|20;BRANCA;QWW0561;*****71398;;3975;;;;;;;
;8576;VW;GOL 1.0L MC4;;19|20;BRANCA;QUI4176;30784;;3975;;;;;;;
;8577;KIA PICANTO EX41.0ATFF;KIA PICANTO EX41.0ATFF;;12|13;PRETA;FIA1534;96150;;5631;;;;;;;
;8578;KA SE 1.0 SD C;FORD SEDAN;1.0;18|19;PRETA;LMQ9J34;74019;;5632;;;;;;;
;8579;PEUGEOT;206 14 PRESEN FX;;08|08;PRETA;EBJ9202;*****72111;;5633;;;;;;;
